"price","dateoftransfer","yearchi","tfarea","laua","ldnm","region"
210500,2009-03-24,2009,70.35,"E07000208","Epsom and Ewell","South East"
305000,2009-10-09,2009,98.24,"E07000208","Epsom and Ewell","South East"
475000,2009-09-18,2009,106.5,"E07000208","Epsom and Ewell","South East"
345000,2009-11-27,2009,82.02,"E07000208","Epsom and Ewell","South East"
3e+05,2009-07-27,2009,90,"E07000208","Epsom and Ewell","South East"
146000,2009-11-23,2009,45.35,"E07000208","Epsom and Ewell","South East"
171000,2009-12-09,2009,46,"E07000208","Epsom and Ewell","South East"
380000,2009-08-28,2009,128.5,"E07000208","Epsom and Ewell","South East"
195000,2009-07-16,2009,78.8,"E07000208","Epsom and Ewell","South East"
330000,2009-11-06,2009,66.08,"E07000208","Epsom and Ewell","South East"
523000,2009-07-31,2009,128,"E07000208","Epsom and Ewell","South East"
220000,2009-12-11,2009,55.4,"E07000208","Epsom and Ewell","South East"
472500,2009-05-28,2009,136.5,"E07000208","Epsom and Ewell","South East"
6e+05,2009-06-10,2009,115.96,"E07000208","Epsom and Ewell","South East"
315000,2009-12-03,2009,109,"E07000208","Epsom and Ewell","South East"
340000,2009-09-16,2009,80.97,"E07000208","Epsom and Ewell","South East"
345000,2009-01-09,2009,120,"E07000208","Epsom and Ewell","South East"
232000,2009-07-03,2009,85.68,"E07000208","Epsom and Ewell","South East"
150000,2009-10-16,2009,42.64,"E07000208","Epsom and Ewell","South East"
538000,2009-06-12,2009,180.32,"E07000208","Epsom and Ewell","South East"
595000,2009-10-14,2009,201,"E07000208","Epsom and Ewell","South East"
249950,2009-11-24,2009,75.4,"E07000208","Epsom and Ewell","South East"
181000,2009-12-04,2009,60.35,"E07000208","Epsom and Ewell","South East"
285000,2009-12-18,2009,87.74,"E07000208","Epsom and Ewell","South East"
175000,2009-08-12,2009,67.22,"E07000208","Epsom and Ewell","South East"
250000,2009-05-14,2009,77.17,"E07000208","Epsom and Ewell","South East"
150000,2009-02-27,2009,68.59,"E07000208","Epsom and Ewell","South East"
250000,2009-06-23,2009,49.14,"E09000001","City of London","London"
295000,2009-10-05,2009,33.28,"E09000001","City of London","London"
280000,2009-12-07,2009,39,"E09000001","City of London","London"
558000,2009-11-11,2009,72.37,"E09000001","City of London","London"
472500,2009-09-25,2009,82.8,"E09000001","City of London","London"
442500,2009-10-09,2009,67.29,"E09000001","City of London","London"
339000,2009-11-12,2009,39.5,"E09000001","City of London","London"
385000,2009-07-01,2009,64.3,"E09000001","City of London","London"
5e+05,2009-08-04,2009,50,"E09000001","City of London","London"
315000,2009-07-20,2009,38.78,"E09000001","City of London","London"
440000,2009-09-30,2009,53.92,"E09000001","City of London","London"
825000,2009-12-08,2009,110,"E09000001","City of London","London"
676000,2009-07-24,2009,94.6,"E09000001","City of London","London"
320000,2009-12-14,2009,38.99,"E09000001","City of London","London"
460000,2009-08-24,2009,67.22,"E09000001","City of London","London"
305000,2009-06-19,2009,35,"E09000001","City of London","London"
480000,2009-04-17,2009,69,"E09000001","City of London","London"
475000,2009-11-27,2009,68.27,"E09000001","City of London","London"
485000,2009-09-07,2009,93.22,"E09000001","City of London","London"
467500,2009-12-10,2009,66,"E09000001","City of London","London"
6e+05,2009-09-03,2009,93.4,"E09000001","City of London","London"
490000,2009-09-11,2009,108.86,"E09000001","City of London","London"
280000,2009-03-31,2009,40.57,"E09000001","City of London","London"
2e+05,2009-02-25,2009,46,"E09000001","City of London","London"
710000,2009-04-24,2009,94.5,"E09000001","City of London","London"
250000,2009-06-24,2009,45.18,"E09000001","City of London","London"
545000,2009-12-16,2009,64,"E09000001","City of London","London"
440000,2009-07-20,2009,57.35,"E09000001","City of London","London"
460000,2009-08-04,2009,65.7,"E09000001","City of London","London"
299000,2009-08-28,2009,46.17,"E09000001","City of London","London"
2e+05,2009-06-30,2009,38.98,"E09000001","City of London","London"
4e+05,2009-06-05,2009,60.9,"E09000001","City of London","London"
249950,2009-07-01,2009,50.14,"E09000001","City of London","London"
925000,2009-03-25,2009,127.3,"E09000001","City of London","London"
590000,2009-09-28,2009,119.28,"E09000001","City of London","London"
610000,2009-11-11,2009,89.54,"E09000001","City of London","London"
1e+05,2009-06-19,2009,35.52,"E09000001","City of London","London"
312500,2009-08-14,2009,35.22,"E09000001","City of London","London"
320000,2009-03-06,2009,43.9,"E09000001","City of London","London"
340000,2009-10-30,2009,45.22,"E09000001","City of London","London"
675000,2009-11-26,2009,86.6,"E09000001","City of London","London"
520000,2009-12-10,2009,77.87,"E09000001","City of London","London"
290250,2009-07-16,2009,46.8,"E09000001","City of London","London"
225000,2009-09-22,2009,34.3,"E09000001","City of London","London"
425000,2009-01-30,2009,60.549,"E09000001","City of London","London"
365000,2009-11-23,2009,46.69,"E09000001","City of London","London"
246000,2009-11-09,2009,27,"E09000001","City of London","London"
243000,2009-06-12,2009,42,"E09000001","City of London","London"
245000,2009-07-07,2009,48.12,"E09000001","City of London","London"
369000,2009-11-17,2009,61.7,"E09000001","City of London","London"
235000,2009-10-24,2009,30,"E09000001","City of London","London"
935000,2009-09-28,2009,113,"E09000001","City of London","London"
215000,2009-06-12,2009,25.79,"E09000001","City of London","London"
517000,2009-07-22,2009,68,"E09000001","City of London","London"
465000,2009-09-21,2009,80,"E09000001","City of London","London"
491000,2009-10-01,2009,69.02,"E09000001","City of London","London"
499999,2009-06-18,2009,67,"E09000001","City of London","London"
295000,2009-08-21,2009,33.9,"E09000001","City of London","London"
1050000,2009-07-22,2009,102,"E09000001","City of London","London"
455000,2009-08-28,2009,68.22,"E09000001","City of London","London"
550000,2009-08-24,2009,92,"E09000001","City of London","London"
495000,2009-10-23,2009,69.32,"E09000001","City of London","London"
375000,2009-09-14,2009,31.4,"E09000001","City of London","London"
835000,2009-10-30,2009,104,"E09000001","City of London","London"
3e+05,2009-08-25,2009,42.71,"E09000001","City of London","London"
735000,2009-08-28,2009,117.53,"E09000001","City of London","London"
320000,2009-08-17,2009,47.3,"E09000001","City of London","London"
695000,2009-08-21,2009,101.49,"E09000001","City of London","London"
470000,2009-09-28,2009,75.81,"E09000001","City of London","London"
540000,2009-06-08,2009,88,"E09000001","City of London","London"
260000,2009-03-19,2009,41.45,"E09000001","City of London","London"
247000,2009-04-22,2009,49.23,"E09000001","City of London","London"
325000,2009-12-03,2009,41.7,"E09000001","City of London","London"
862000,2009-10-23,2009,95,"E09000001","City of London","London"
4e+05,2009-10-19,2009,60,"E09000001","City of London","London"
395000,2009-05-19,2009,75,"E09000001","City of London","London"
250000,2009-11-27,2009,61.6,"E09000001","City of London","London"
685000,2009-06-08,2009,90.92,"E09000001","City of London","London"
745000,2009-11-27,2009,84.44,"E09000001","City of London","London"
710000,2009-12-18,2009,112.62,"E09000001","City of London","London"
340000,2009-07-31,2009,50.1,"E09000001","City of London","London"
245000,2009-06-24,2009,40,"E09000001","City of London","London"
265000,2009-05-06,2009,31,"E09000001","City of London","London"
331000,2009-06-24,2009,60.59,"E09000001","City of London","London"
470000,2009-01-12,2009,69,"E09000001","City of London","London"
175000,2009-06-23,2009,45.3,"E09000001","City of London","London"
295000,2009-06-02,2009,42,"E09000001","City of London","London"
5e+05,2009-01-06,2009,70.86,"E09000001","City of London","London"
490000,2009-05-28,2009,84.52,"E09000001","City of London","London"
423000,2009-08-26,2009,59.28,"E09000001","City of London","London"
499500,2009-01-19,2009,71.6,"E09000001","City of London","London"
328000,2009-03-23,2009,55,"E09000001","City of London","London"
780000,2009-12-16,2009,154.5,"E09000001","City of London","London"
805000,2009-07-28,2009,105.3,"E09000001","City of London","London"
395000,2009-07-31,2009,64.21,"E09000001","City of London","London"
3e+05,2009-09-30,2009,45,"E09000001","City of London","London"
560000,2009-10-02,2009,84.42,"E09000001","City of London","London"
1010000,2009-09-25,2009,99.78,"E09000001","City of London","London"
192750,2009-08-28,2009,36,"E09000001","City of London","London"
250000,2009-09-18,2009,40,"E09000001","City of London","London"
360000,2009-04-16,2009,60.29,"E09000001","City of London","London"
495000,2009-10-28,2009,54.2,"E09000001","City of London","London"
3e+05,2009-10-02,2009,41.02,"E09000001","City of London","London"
1175000,2009-12-14,2009,143.89,"E09000001","City of London","London"
295000,2009-05-29,2009,37.94,"E09000001","City of London","London"
5e+05,2009-03-27,2009,96,"E09000001","City of London","London"
499999,2009-05-29,2009,94.27,"E09000001","City of London","London"
370000,2009-02-20,2009,64,"E09000001","City of London","London"
470000,2009-06-12,2009,78,"E09000001","City of London","London"
492500,2009-10-07,2009,62.92,"E09000001","City of London","London"
410000,2009-10-09,2009,59.34,"E09000001","City of London","London"
966000,2009-05-22,2009,118.61,"E09000001","City of London","London"
377500,2009-08-10,2009,48.9,"E09000001","City of London","London"
315000,2009-12-18,2009,47.52,"E09000001","City of London","London"
2255000,2009-04-30,2009,185.53,"E09000001","City of London","London"
204388,2009-10-26,2009,27.08,"E09000001","City of London","London"
540000,2009-07-31,2009,71.57,"E09000001","City of London","London"
485000,2009-12-21,2009,73.47,"E09000001","City of London","London"
350000,2009-03-05,2009,64,"E09000001","City of London","London"
545000,2009-12-16,2009,100,"E09000001","City of London","London"
485000,2009-09-04,2009,73.48,"E09000001","City of London","London"
370000,2009-10-16,2009,62,"E09000001","City of London","London"
499999,2009-11-30,2009,69.36,"E09000001","City of London","London"
425000,2009-10-26,2009,61.92,"E09000001","City of London","London"
377500,2009-08-28,2009,59.9,"E09000001","City of London","London"
480000,2009-04-01,2009,77.5,"E09000001","City of London","London"
2e+05,2009-02-25,2009,88.28,"E09000001","City of London","London"
460000,2009-07-14,2009,70.26,"E09000001","City of London","London"
372000,2009-03-27,2009,75.6,"E09000001","City of London","London"
350000,2009-09-07,2009,54.32,"E09000001","City of London","London"
227500,2009-12-15,2009,26.03,"E09000001","City of London","London"
2e+05,2009-02-25,2009,43,"E09000001","City of London","London"
370000,2009-02-27,2009,69,"E09000001","City of London","London"
650000,2009-12-02,2009,92,"E09000001","City of London","London"
375000,2009-09-04,2009,70,"E09000001","City of London","London"
302500,2009-10-16,2009,31.9,"E09000001","City of London","London"
680000,2009-09-01,2009,92.5,"E09000001","City of London","London"
2e+05,2009-07-24,2009,24.7,"E09000001","City of London","London"
195000,2009-04-16,2009,41.69,"E09000001","City of London","London"
499999,2009-06-19,2009,117.3,"E09000001","City of London","London"
470000,2009-04-22,2009,90.54,"E09000001","City of London","London"
