"price","dateoftransfer","yearchi","tfarea","laua","ldnm","region"
347000,2009-12-14,2009,126,"E07000208","Epsom and Ewell","South East"
215000,2009-05-15,2009,70.96,"E07000208","Epsom and Ewell","South East"
455000,2009-05-06,2009,134,"E07000208","Epsom and Ewell","South East"
150000,2009-07-28,2009,57.79,"E07000208","Epsom and Ewell","South East"
340000,2009-05-22,2009,94.7,"E07000208","Epsom and Ewell","South East"
277000,2009-12-11,2009,72.66,"E07000208","Epsom and Ewell","South East"
145000,2009-06-12,2009,88.73,"E07000208","Epsom and Ewell","South East"
178000,2009-08-17,2009,88.73,"E07000208","Epsom and Ewell","South East"
249950,2009-10-09,2009,84.5,"E07000208","Epsom and Ewell","South East"
298999,2009-12-04,2009,65.4,"E07000208","Epsom and Ewell","South East"
249095,2009-07-17,2009,63.91,"E07000208","Epsom and Ewell","South East"
185000,2009-09-18,2009,71.24,"E07000208","Epsom and Ewell","South East"
390000,2009-08-12,2009,131.2,"E07000208","Epsom and Ewell","South East"
325000,2009-07-13,2009,113,"E07000208","Epsom and Ewell","South East"
230000,2009-10-14,2009,75.77,"E07000208","Epsom and Ewell","South East"
250000,2009-08-03,2009,98.6,"E07000208","Epsom and Ewell","South East"
235000,2009-12-01,2009,80.76,"E07000208","Epsom and Ewell","South East"
230000,2009-10-28,2009,49.98,"E07000208","Epsom and Ewell","South East"
175000,2009-11-17,2009,81.52,"E07000208","Epsom and Ewell","South East"
185000,2009-04-04,2009,57.64,"E07000208","Epsom and Ewell","South East"
230000,2009-11-13,2009,88,"E07000208","Epsom and Ewell","South East"
240000,2009-12-18,2009,52,"E07000208","Epsom and Ewell","South East"
240000,2009-10-07,2009,54.52,"E07000208","Epsom and Ewell","South East"
227500,2009-11-06,2009,93.8,"E07000208","Epsom and Ewell","South East"
135000,2009-12-18,2009,56.09,"E07000208","Epsom and Ewell","South East"
135000,2009-09-11,2009,34.6,"E07000208","Epsom and Ewell","South East"
115000,2009-03-16,2009,83,"E07000208","Epsom and Ewell","South East"
165000,2009-07-17,2009,55.94,"E07000208","Epsom and Ewell","South East"
520000,2009-09-29,2009,142,"E07000208","Epsom and Ewell","South East"
2e+05,2009-08-28,2009,78.62,"E07000208","Epsom and Ewell","South East"
190000,2009-09-01,2009,63.49,"E07000208","Epsom and Ewell","South East"
352000,2009-06-26,2009,123,"E07000208","Epsom and Ewell","South East"
490000,2009-06-25,2009,140.4,"E07000208","Epsom and Ewell","South East"
230000,2009-05-22,2009,90.4,"E07000208","Epsom and Ewell","South East"
250000,2009-11-20,2009,85.2,"E07000208","Epsom and Ewell","South East"
180000,2009-10-09,2009,59.8,"E07000208","Epsom and Ewell","South East"
289000,2009-09-18,2009,68,"E07000208","Epsom and Ewell","South East"
247500,2009-09-28,2009,74.29,"E07000208","Epsom and Ewell","South East"
495000,2009-10-02,2009,110.8,"E07000208","Epsom and Ewell","South East"
168000,2009-08-14,2009,64.02,"E07000208","Epsom and Ewell","South East"
4e+05,2009-02-24,2009,149,"E07000208","Epsom and Ewell","South East"
210500,2009-03-23,2009,70.9,"E07000208","Epsom and Ewell","South East"
246000,2009-07-01,2009,96.1,"E07000208","Epsom and Ewell","South East"
280000,2009-07-02,2009,79.48,"E07000208","Epsom and Ewell","South East"
310000,2009-08-11,2009,123,"E07000208","Epsom and Ewell","South East"
3e+05,2009-11-20,2009,79.17,"E07000208","Epsom and Ewell","South East"
453450,2009-02-10,2009,129.96,"E07000208","Epsom and Ewell","South East"
245000,2009-10-22,2009,79.48,"E07000208","Epsom and Ewell","South East"
250000,2009-04-08,2009,94.84,"E07000208","Epsom and Ewell","South East"
220000,2009-08-21,2009,70.46,"E07000208","Epsom and Ewell","South East"
474000,2009-09-16,2009,95.3,"E07000208","Epsom and Ewell","South East"
250000,2009-09-04,2009,71.11,"E07000208","Epsom and Ewell","South East"
258000,2009-10-21,2009,80.94,"E07000208","Epsom and Ewell","South East"
210000,2009-01-09,2009,75.89,"E07000208","Epsom and Ewell","South East"
525000,2009-11-10,2009,125,"E07000208","Epsom and Ewell","South East"
210500,2009-03-20,2009,70.35,"E07000208","Epsom and Ewell","South East"
292500,2009-11-11,2009,81.62,"E07000208","Epsom and Ewell","South East"
227000,2009-09-25,2009,54.55,"E07000208","Epsom and Ewell","South East"
310000,2009-11-20,2009,87.8,"E07000208","Epsom and Ewell","South East"
165000,2009-06-19,2009,62.17,"E07000208","Epsom and Ewell","South East"
212000,2009-07-15,2009,67.05,"E07000208","Epsom and Ewell","South East"
377000,2009-03-25,2009,126.45,"E07000208","Epsom and Ewell","South East"
625000,2009-03-10,2009,171.76,"E07000208","Epsom and Ewell","South East"
259000,2009-09-18,2009,71.45,"E07000208","Epsom and Ewell","South East"
247500,2009-04-03,2009,88,"E07000208","Epsom and Ewell","South East"
173000,2009-05-15,2009,62.51,"E07000208","Epsom and Ewell","South East"
190000,2009-08-21,2009,62.65,"E07000208","Epsom and Ewell","South East"
280000,2009-07-31,2009,64,"E07000208","Epsom and Ewell","South East"
150000,2009-11-12,2009,42.04,"E07000208","Epsom and Ewell","South East"
250000,2009-04-24,2009,82.22,"E07000208","Epsom and Ewell","South East"
165000,2009-07-31,2009,69.02,"E07000208","Epsom and Ewell","South East"
415000,2009-10-09,2009,87.18,"E07000208","Epsom and Ewell","South East"
250000,2009-12-18,2009,86,"E07000208","Epsom and Ewell","South East"
2e+05,2009-07-13,2009,69.86,"E07000208","Epsom and Ewell","South East"
466000,2009-07-24,2009,86,"E07000208","Epsom and Ewell","South East"
305000,2009-07-31,2009,97.82,"E07000208","Epsom and Ewell","South East"
527000,2009-07-09,2009,169.47,"E07000208","Epsom and Ewell","South East"
240000,2009-10-06,2009,68.88,"E07000208","Epsom and Ewell","South East"
567500,2009-01-30,2009,182.32,"E07000208","Epsom and Ewell","South East"
387500,2009-10-09,2009,103.94,"E07000208","Epsom and Ewell","South East"
290000,2009-07-24,2009,105.64,"E07000208","Epsom and Ewell","South East"
137500,2009-05-29,2009,42.26,"E07000208","Epsom and Ewell","South East"
155000,2009-07-16,2009,50,"E07000208","Epsom and Ewell","South East"
547500,2009-10-16,2009,120.46,"E07000208","Epsom and Ewell","South East"
499000,2009-08-13,2009,61.28,"E07000208","Epsom and Ewell","South East"
597500,2009-12-17,2009,131.53,"E07000208","Epsom and Ewell","South East"
477500,2009-10-02,2009,164,"E07000208","Epsom and Ewell","South East"
420000,2009-05-08,2009,115.8,"E07000208","Epsom and Ewell","South East"
550000,2009-07-31,2009,201.58,"E07000208","Epsom and Ewell","South East"
280000,2009-10-19,2009,85.68,"E07000208","Epsom and Ewell","South East"
174000,2009-09-28,2009,88.73,"E07000208","Epsom and Ewell","South East"
220000,2009-05-22,2009,72.47,"E07000208","Epsom and Ewell","South East"
164000,2009-07-21,2009,46.97,"E07000208","Epsom and Ewell","South East"
260000,2009-11-09,2009,98.8,"E07000208","Epsom and Ewell","South East"
212000,2009-02-19,2009,68,"E07000208","Epsom and Ewell","South East"
610000,2009-07-31,2009,163.2,"E07000208","Epsom and Ewell","South East"
275000,2009-12-10,2009,60.67,"E07000208","Epsom and Ewell","South East"
227000,2009-07-10,2009,93.02,"E07000208","Epsom and Ewell","South East"
142500,2009-09-18,2009,46,"E07000208","Epsom and Ewell","South East"
249950,2009-07-14,2009,80.84,"E07000208","Epsom and Ewell","South East"
285000,2009-08-14,2009,80.1,"E07000208","Epsom and Ewell","South East"
465000,2009-12-11,2009,105.69,"E07000208","Epsom and Ewell","South East"
143000,2009-04-08,2009,39.5,"E07000208","Epsom and Ewell","South East"
245000,2009-12-18,2009,82.915,"E07000208","Epsom and Ewell","South East"
310000,2009-03-10,2009,100.4,"E07000208","Epsom and Ewell","South East"
385000,2009-07-31,2009,99.99,"E07000208","Epsom and Ewell","South East"
215000,2009-05-15,2009,70.4,"E07000208","Epsom and Ewell","South East"
175000,2009-05-22,2009,82.19,"E07000208","Epsom and Ewell","South East"
210500,2009-03-25,2009,70.35,"E07000208","Epsom and Ewell","South East"
249000,2009-03-27,2009,61.18,"E07000208","Epsom and Ewell","South East"
160000,2009-11-12,2009,41.51,"E07000208","Epsom and Ewell","South East"
250000,2009-05-15,2009,76,"E07000208","Epsom and Ewell","South East"
532000,2009-10-23,2009,127,"E07000208","Epsom and Ewell","South East"
215000,2009-10-09,2009,117.4,"E07000208","Epsom and Ewell","South East"
220000,2009-09-18,2009,56.41,"E07000208","Epsom and Ewell","South East"
340000,2009-09-25,2009,72,"E07000208","Epsom and Ewell","South East"
2e+05,2009-02-27,2009,57.98,"E07000208","Epsom and Ewell","South East"
250000,2009-07-31,2009,93.2,"E07000208","Epsom and Ewell","South East"
3e+05,2009-08-07,2009,79.2,"E07000208","Epsom and Ewell","South East"
550000,2009-01-08,2009,141.78,"E07000208","Epsom and Ewell","South East"
1e+05,2009-09-08,2009,69.2,"E07000208","Epsom and Ewell","South East"
466500,2009-08-28,2009,126.42,"E07000208","Epsom and Ewell","South East"
250000,2009-01-30,2009,75.64,"E07000208","Epsom and Ewell","South East"
445000,2009-12-15,2009,107.79,"E07000208","Epsom and Ewell","South East"
210000,2009-11-25,2009,77.46,"E07000208","Epsom and Ewell","South East"
175000,2009-08-28,2009,64.9,"E07000208","Epsom and Ewell","South East"
350000,2009-12-11,2009,133.5,"E07000208","Epsom and Ewell","South East"
585000,2009-11-11,2009,172.2,"E07000208","Epsom and Ewell","South East"
307000,2009-09-25,2009,109,"E07000208","Epsom and Ewell","South East"
520000,2009-10-13,2009,132,"E07000208","Epsom and Ewell","South East"
439950,2009-12-18,2009,191.8,"E07000208","Epsom and Ewell","South East"
115000,2009-10-06,2009,61,"E07000208","Epsom and Ewell","South East"
685000,2009-09-17,2009,216.39,"E07000208","Epsom and Ewell","South East"
140000,2009-07-17,2009,50,"E07000208","Epsom and Ewell","South East"
249950,2009-10-28,2009,79.2,"E07000208","Epsom and Ewell","South East"
203000,2009-10-05,2009,65,"E07000208","Epsom and Ewell","South East"
275000,2009-09-14,2009,105.96,"E07000208","Epsom and Ewell","South East"
385000,2009-03-27,2009,118.9,"E07000208","Epsom and Ewell","South East"
480000,2009-11-03,2009,119.036,"E07000208","Epsom and Ewell","South East"
250000,2009-10-30,2009,74.35,"E07000208","Epsom and Ewell","South East"
390000,2009-04-20,2009,123.55,"E07000208","Epsom and Ewell","South East"
245000,2009-09-25,2009,84.12,"E07000208","Epsom and Ewell","South East"
118000,2009-03-27,2009,51.24,"E07000208","Epsom and Ewell","South East"
285000,2009-10-02,2009,85.9,"E07000208","Epsom and Ewell","South East"
365000,2009-03-16,2009,107.8,"E07000208","Epsom and Ewell","South East"
245000,2009-09-21,2009,72,"E07000208","Epsom and Ewell","South East"
275000,2009-10-23,2009,78.7,"E07000208","Epsom and Ewell","South East"
355000,2009-08-21,2009,144.21,"E07000208","Epsom and Ewell","South East"
149000,2009-07-30,2009,40.1,"E07000208","Epsom and Ewell","South East"
180000,2009-08-03,2009,48,"E07000208","Epsom and Ewell","South East"
310000,2009-12-15,2009,74.44,"E07000208","Epsom and Ewell","South East"
190000,2009-10-23,2009,61,"E07000208","Epsom and Ewell","South East"
360000,2009-12-22,2009,91.61,"E07000208","Epsom and Ewell","South East"
190000,2009-10-16,2009,64.26,"E07000208","Epsom and Ewell","South East"
250000,2009-07-10,2009,62.93,"E07000208","Epsom and Ewell","South East"
370000,2009-11-02,2009,57.9,"E07000208","Epsom and Ewell","South East"
540000,2009-06-11,2009,177.6,"E07000208","Epsom and Ewell","South East"
308000,2009-08-12,2009,87.81,"E07000208","Epsom and Ewell","South East"
240000,2009-04-08,2009,104.12,"E07000208","Epsom and Ewell","South East"
124950,2009-01-30,2009,39.71,"E07000208","Epsom and Ewell","South East"
445000,2009-07-10,2009,108,"E07000208","Epsom and Ewell","South East"
151000,2009-02-03,2009,37.23,"E07000208","Epsom and Ewell","South East"
220000,2009-08-25,2009,66.93,"E07000208","Epsom and Ewell","South East"
185000,2009-01-23,2009,67.13,"E07000208","Epsom and Ewell","South East"
625000,2009-11-27,2009,198.03,"E07000208","Epsom and Ewell","South East"
299950,2009-07-24,2009,97.2,"E07000208","Epsom and Ewell","South East"
352000,2009-09-18,2009,85.71,"E07000208","Epsom and Ewell","South East"
139500,2009-04-09,2009,59.1,"E07000208","Epsom and Ewell","South East"
225000,2009-08-14,2009,66,"E07000208","Epsom and Ewell","South East"
243000,2009-07-24,2009,57,"E07000208","Epsom and Ewell","South East"
249950,2009-05-22,2009,81.73,"E07000208","Epsom and Ewell","South East"
2e+05,2009-03-11,2009,48.26,"E07000208","Epsom and Ewell","South East"
195000,2009-07-31,2009,54.45,"E07000208","Epsom and Ewell","South East"
535000,2009-09-15,2009,124,"E07000208","Epsom and Ewell","South East"
197500,2009-12-18,2009,74.95,"E07000208","Epsom and Ewell","South East"
235000,2009-07-08,2009,89.98,"E07000208","Epsom and Ewell","South East"
175000,2009-09-17,2009,80.61,"E07000208","Epsom and Ewell","South East"
152000,2009-07-13,2009,39.98,"E07000208","Epsom and Ewell","South East"
165000,2009-09-14,2009,44.3,"E07000208","Epsom and Ewell","South East"
580000,2009-04-06,2009,191.17,"E07000208","Epsom and Ewell","South East"
405150,2009-09-04,2009,156.9,"E07000208","Epsom and Ewell","South East"
350000,2009-11-02,2009,108.97,"E07000208","Epsom and Ewell","South East"
172000,2009-06-11,2009,59.97,"E07000208","Epsom and Ewell","South East"
467500,2009-05-11,2009,131.7,"E07000208","Epsom and Ewell","South East"
622500,2009-03-10,2009,171.76,"E07000208","Epsom and Ewell","South East"
388500,2009-06-08,2009,108,"E07000208","Epsom and Ewell","South East"
450000,2009-07-23,2009,107.39,"E07000208","Epsom and Ewell","South East"
475000,2009-10-23,2009,149.5,"E07000208","Epsom and Ewell","South East"
241000,2009-08-17,2009,105,"E07000208","Epsom and Ewell","South East"
2e+05,2009-06-05,2009,114.2,"E07000208","Epsom and Ewell","South East"
175000,2009-08-12,2009,55,"E07000208","Epsom and Ewell","South East"
2e+05,2009-03-27,2009,54.75,"E07000208","Epsom and Ewell","South East"
139000,2009-12-17,2009,49.22,"E07000208","Epsom and Ewell","South East"
270000,2009-09-11,2009,92.24,"E07000208","Epsom and Ewell","South East"
405000,2009-07-21,2009,91.02,"E07000208","Epsom and Ewell","South East"
174950,2009-11-23,2009,88.8,"E07000208","Epsom and Ewell","South East"
175000,2009-05-08,2009,88.8,"E07000208","Epsom and Ewell","South East"
735000,2009-12-11,2009,213.82,"E07000208","Epsom and Ewell","South East"
280000,2009-02-23,2009,126,"E07000208","Epsom and Ewell","South East"
480000,2009-08-07,2009,157,"E07000208","Epsom and Ewell","South East"
250000,2009-11-30,2009,81,"E07000208","Epsom and Ewell","South East"
220000,2009-05-26,2009,94.26,"E07000208","Epsom and Ewell","South East"
207000,2009-12-18,2009,66.2,"E07000208","Epsom and Ewell","South East"
175000,2009-07-24,2009,59.2,"E07000208","Epsom and Ewell","South East"
215000,2009-07-31,2009,68.14,"E07000208","Epsom and Ewell","South East"
420000,2009-05-22,2009,151,"E07000208","Epsom and Ewell","South East"
180000,2009-12-18,2009,60.48,"E07000208","Epsom and Ewell","South East"
249999,2009-08-07,2009,78.22,"E07000208","Epsom and Ewell","South East"
235000,2009-09-03,2009,77.21,"E07000208","Epsom and Ewell","South East"
540000,2009-07-15,2009,85.7,"E07000208","Epsom and Ewell","South East"
145000,2009-06-12,2009,88.73,"E07000208","Epsom and Ewell","South East"
676000,2009-07-23,2009,158.22,"E07000208","Epsom and Ewell","South East"
250000,2009-10-14,2009,68.07,"E07000208","Epsom and Ewell","South East"
217500,2009-07-17,2009,66.6,"E07000208","Epsom and Ewell","South East"
262000,2009-05-27,2009,82.24,"E07000208","Epsom and Ewell","South East"
225000,2009-05-01,2009,76,"E07000208","Epsom and Ewell","South East"
630000,2009-05-26,2009,176.7,"E07000208","Epsom and Ewell","South East"
720000,2009-10-02,2009,175.2,"E07000208","Epsom and Ewell","South East"
720000,2009-10-02,2009,175.2,"E07000208","Epsom and Ewell","South East"
265000,2009-07-06,2009,74.8,"E07000208","Epsom and Ewell","South East"
515000,2009-10-07,2009,82.06,"E07000208","Epsom and Ewell","South East"
250000,2009-05-29,2009,65.42,"E07000208","Epsom and Ewell","South East"
435000,2009-01-30,2009,142.69,"E07000208","Epsom and Ewell","South East"
195000,2009-09-18,2009,65.8,"E07000208","Epsom and Ewell","South East"
380000,2009-12-01,2009,110.1,"E07000208","Epsom and Ewell","South East"
290000,2009-10-23,2009,85.76,"E07000208","Epsom and Ewell","South East"
499950,2009-09-28,2009,154.1,"E07000208","Epsom and Ewell","South East"
212000,2009-08-21,2009,60.62,"E07000208","Epsom and Ewell","South East"
395000,2009-10-05,2009,128.89,"E07000208","Epsom and Ewell","South East"
250000,2009-04-03,2009,87.34,"E07000208","Epsom and Ewell","South East"
340000,2009-05-28,2009,128.57,"E07000208","Epsom and Ewell","South East"
245000,2009-08-11,2009,76.5,"E07000208","Epsom and Ewell","South East"
294000,2009-08-13,2009,117.17,"E07000208","Epsom and Ewell","South East"
245000,2009-12-22,2009,90.6,"E07000208","Epsom and Ewell","South East"
1e+05,2009-03-16,2009,41.72,"E07000208","Epsom and Ewell","South East"
305000,2009-05-11,2009,87.8,"E07000208","Epsom and Ewell","South East"
250000,2009-08-14,2009,85,"E07000208","Epsom and Ewell","South East"
445000,2009-01-20,2009,143.25,"E07000208","Epsom and Ewell","South East"
430000,2009-12-04,2009,114.27,"E07000208","Epsom and Ewell","South East"
210000,2009-09-11,2009,65.01,"E07000208","Epsom and Ewell","South East"
305000,2009-02-27,2009,62.04,"E07000208","Epsom and Ewell","South East"
467000,2009-11-06,2009,121.56,"E07000208","Epsom and Ewell","South East"
210000,2009-01-09,2009,98.1,"E07000208","Epsom and Ewell","South East"
380000,2009-09-17,2009,122,"E07000208","Epsom and Ewell","South East"
275000,2009-01-12,2009,141.51,"E07000208","Epsom and Ewell","South East"
250000,2009-03-16,2009,78,"E07000208","Epsom and Ewell","South East"
271000,2009-01-15,2009,69.16,"E07000208","Epsom and Ewell","South East"
445000,2009-09-24,2009,102.76,"E07000208","Epsom and Ewell","South East"
257500,2009-07-13,2009,80,"E07000208","Epsom and Ewell","South East"
243500,2009-12-04,2009,54,"E07000208","Epsom and Ewell","South East"
250000,2009-08-28,2009,76.47,"E07000208","Epsom and Ewell","South East"
145000,2009-07-17,2009,43.1,"E07000208","Epsom and Ewell","South East"
320000,2009-10-30,2009,103.4,"E07000208","Epsom and Ewell","South East"
556000,2009-11-18,2009,161.1,"E07000208","Epsom and Ewell","South East"
650000,2009-12-17,2009,178.39,"E07000208","Epsom and Ewell","South East"
190000,2009-02-26,2009,64.6,"E07000208","Epsom and Ewell","South East"
365000,2009-09-03,2009,111,"E07000208","Epsom and Ewell","South East"
94000,2009-05-15,2009,58.36,"E07000208","Epsom and Ewell","South East"
175000,2009-12-18,2009,92,"E07000208","Epsom and Ewell","South East"
283000,2009-09-04,2009,72.8,"E07000208","Epsom and Ewell","South East"
261000,2009-11-20,2009,76.44,"E07000208","Epsom and Ewell","South East"
174000,2009-03-24,2009,73.4,"E07000208","Epsom and Ewell","South East"
290000,2009-12-11,2009,69,"E07000208","Epsom and Ewell","South East"
295000,2009-06-16,2009,83.42,"E07000208","Epsom and Ewell","South East"
275000,2009-11-19,2009,87.3,"E07000208","Epsom and Ewell","South East"
336500,2009-09-07,2009,86.72,"E07000208","Epsom and Ewell","South East"
145000,2009-11-12,2009,43,"E07000208","Epsom and Ewell","South East"
410000,2009-07-31,2009,130,"E07000208","Epsom and Ewell","South East"
377500,2009-08-20,2009,98.05,"E07000208","Epsom and Ewell","South East"
375000,2009-09-18,2009,97.99,"E07000208","Epsom and Ewell","South East"
150000,2009-02-20,2009,42.4,"E07000208","Epsom and Ewell","South East"
297500,2009-06-08,2009,129.13,"E07000208","Epsom and Ewell","South East"
440000,2009-03-06,2009,137.93,"E07000208","Epsom and Ewell","South East"
215000,2009-10-28,2009,66.56,"E07000208","Epsom and Ewell","South East"
360000,2009-04-02,2009,92.15,"E07000208","Epsom and Ewell","South East"
285000,2009-11-20,2009,114.18,"E07000208","Epsom and Ewell","South East"
3e+05,2009-07-07,2009,95.36,"E07000208","Epsom and Ewell","South East"
280000,2009-08-28,2009,68.49,"E07000208","Epsom and Ewell","South East"
360000,2009-11-10,2009,92.8,"E07000208","Epsom and Ewell","South East"
235000,2009-07-30,2009,99.8,"E07000208","Epsom and Ewell","South East"
595000,2009-09-16,2009,122.5,"E07000208","Epsom and Ewell","South East"
182000,2009-12-07,2009,84.56,"E07000208","Epsom and Ewell","South East"
355000,2009-09-29,2009,107.92,"E07000208","Epsom and Ewell","South East"
387000,2009-12-02,2009,136.43,"E07000208","Epsom and Ewell","South East"
290000,2009-12-11,2009,71,"E07000208","Epsom and Ewell","South East"
171950,2009-08-26,2009,63.48,"E07000208","Epsom and Ewell","South East"
242000,2009-07-24,2009,103.53,"E07000208","Epsom and Ewell","South East"
340000,2009-07-29,2009,89.84,"E07000208","Epsom and Ewell","South East"
240000,2009-10-28,2009,74.4,"E07000208","Epsom and Ewell","South East"
141000,2009-12-18,2009,35.52,"E07000208","Epsom and Ewell","South East"
425000,2009-09-28,2009,138,"E07000208","Epsom and Ewell","South East"
475000,2009-05-28,2009,143,"E07000208","Epsom and Ewell","South East"
369950,2009-11-11,2009,134.7,"E07000208","Epsom and Ewell","South East"
290000,2009-05-01,2009,79.26,"E07000208","Epsom and Ewell","South East"
470000,2009-08-28,2009,130.58,"E07000208","Epsom and Ewell","South East"
535000,2009-11-27,2009,122,"E07000208","Epsom and Ewell","South East"
375000,2009-10-28,2009,97.6,"E07000208","Epsom and Ewell","South East"
250000,2009-09-01,2009,83.1,"E07000208","Epsom and Ewell","South East"
211000,2009-08-07,2009,80,"E07000208","Epsom and Ewell","South East"
350000,2009-07-17,2009,132.78,"E07000208","Epsom and Ewell","South East"
172000,2009-12-11,2009,42.93,"E07000208","Epsom and Ewell","South East"
335000,2009-02-26,2009,111.18,"E07000208","Epsom and Ewell","South East"
285000,2009-09-07,2009,144.44,"E07000208","Epsom and Ewell","South East"
322000,2009-11-13,2009,91.3,"E07000208","Epsom and Ewell","South East"
174990,2009-04-15,2009,69.98,"E07000208","Epsom and Ewell","South East"
365000,2009-08-28,2009,99.42,"E07000208","Epsom and Ewell","South East"
430000,2009-04-23,2009,100.15,"E07000208","Epsom and Ewell","South East"
405000,2009-07-24,2009,102.24,"E07000208","Epsom and Ewell","South East"
126500,2009-07-01,2009,59.34,"E07000208","Epsom and Ewell","South East"
2e+05,2009-11-06,2009,66.1,"E07000208","Epsom and Ewell","South East"
5e+05,2009-10-28,2009,148.29,"E07000208","Epsom and Ewell","South East"
145000,2009-10-30,2009,48.1,"E07000208","Epsom and Ewell","South East"
170240,2009-03-31,2009,66.39,"E07000208","Epsom and Ewell","South East"
215000,2009-10-01,2009,82.85,"E07000208","Epsom and Ewell","South East"
230650,2009-07-08,2009,75.09,"E07000208","Epsom and Ewell","South East"
380000,2009-12-08,2009,100.36,"E07000208","Epsom and Ewell","South East"
420000,2009-03-20,2009,67.41,"E07000208","Epsom and Ewell","South East"
175000,2009-04-14,2009,88.8,"E07000208","Epsom and Ewell","South East"
145000,2009-06-12,2009,89.27,"E07000208","Epsom and Ewell","South East"
326000,2009-12-11,2009,89.2738,"E07000208","Epsom and Ewell","South East"
190000,2009-06-12,2009,67.99,"E07000208","Epsom and Ewell","South East"
220000,2009-01-09,2009,73.71,"E07000208","Epsom and Ewell","South East"
187000,2009-04-01,2009,84.55,"E07000208","Epsom and Ewell","South East"
220000,2009-07-02,2009,83,"E07000208","Epsom and Ewell","South East"
410000,2009-10-02,2009,133.74,"E07000208","Epsom and Ewell","South East"
249950,2009-09-23,2009,64.55,"E07000208","Epsom and Ewell","South East"
138500,2009-05-28,2009,65.7,"E07000208","Epsom and Ewell","South East"
150000,2009-07-28,2009,55.4,"E07000208","Epsom and Ewell","South East"
326000,2009-09-18,2009,80,"E07000208","Epsom and Ewell","South East"
499000,2009-07-07,2009,125.08,"E07000208","Epsom and Ewell","South East"
290000,2009-07-09,2009,112,"E07000208","Epsom and Ewell","South East"
150000,2009-06-19,2009,88.73,"E07000208","Epsom and Ewell","South East"
490000,2009-09-28,2009,150.1,"E07000208","Epsom and Ewell","South East"
267000,2009-06-01,2009,77.15,"E07000208","Epsom and Ewell","South East"
4e+05,2009-09-04,2009,66.75,"E07000208","Epsom and Ewell","South East"
550000,2009-12-15,2009,148.57,"E07000208","Epsom and Ewell","South East"
355000,2009-04-07,2009,112.9,"E07000208","Epsom and Ewell","South East"
174500,2009-10-06,2009,73.4,"E07000208","Epsom and Ewell","South East"
367500,2009-11-06,2009,97.77,"E07000208","Epsom and Ewell","South East"
460000,2009-10-02,2009,119.53,"E07000208","Epsom and Ewell","South East"
5e+05,2009-12-15,2009,72.8,"E07000208","Epsom and Ewell","South East"
180000,2009-05-22,2009,71,"E07000208","Epsom and Ewell","South East"
250000,2009-07-08,2009,94.1,"E07000208","Epsom and Ewell","South East"
420000,2009-01-09,2009,120.2,"E07000208","Epsom and Ewell","South East"
230000,2009-03-06,2009,44.24,"E07000208","Epsom and Ewell","South East"
351500,2009-11-24,2009,97.6,"E07000208","Epsom and Ewell","South East"
265000,2009-10-22,2009,80.91,"E07000208","Epsom and Ewell","South East"
790000,2009-12-14,2009,217.6,"E07000208","Epsom and Ewell","South East"
249000,2009-10-01,2009,86.81,"E07000208","Epsom and Ewell","South East"
635000,2009-10-01,2009,173,"E07000208","Epsom and Ewell","South East"
335000,2009-01-29,2009,97.9,"E07000208","Epsom and Ewell","South East"
405000,2009-10-09,2009,101,"E07000208","Epsom and Ewell","South East"
655000,2009-06-19,2009,154.73,"E07000208","Epsom and Ewell","South East"
205000,2009-08-14,2009,98.24,"E07000208","Epsom and Ewell","South East"
3e+05,2009-08-27,2009,53.81,"E07000208","Epsom and Ewell","South East"
4e+05,2009-04-09,2009,143.98,"E07000208","Epsom and Ewell","South East"
553000,2009-12-18,2009,126.34,"E07000208","Epsom and Ewell","South East"
395000,2009-11-26,2009,123.48,"E07000208","Epsom and Ewell","South East"
175000,2009-10-23,2009,78.3,"E07000208","Epsom and Ewell","South East"
165000,2009-09-23,2009,46,"E07000208","Epsom and Ewell","South East"
160000,2009-02-13,2009,63.4,"E07000208","Epsom and Ewell","South East"
250000,2009-07-03,2009,79.42,"E07000208","Epsom and Ewell","South East"
375000,2009-10-01,2009,128.3,"E07000208","Epsom and Ewell","South East"
234000,2009-08-07,2009,73.45,"E07000208","Epsom and Ewell","South East"
195000,2009-06-19,2009,63,"E07000208","Epsom and Ewell","South East"
355000,2009-09-14,2009,150.65,"E07000208","Epsom and Ewell","South East"
604500,2009-07-08,2009,176.52,"E07000208","Epsom and Ewell","South East"
370000,2009-11-26,2009,117.91,"E07000208","Epsom and Ewell","South East"
182500,2009-09-28,2009,67.91,"E07000208","Epsom and Ewell","South East"
213250,2009-06-04,2009,62.45,"E07000208","Epsom and Ewell","South East"
212000,2009-06-23,2009,58.59,"E07000208","Epsom and Ewell","South East"
475000,2009-09-11,2009,117.7,"E07000208","Epsom and Ewell","South East"
125000,2009-04-07,2009,44.37,"E07000208","Epsom and Ewell","South East"
197000,2009-11-02,2009,79.92,"E07000208","Epsom and Ewell","South East"
230000,2009-12-03,2009,68,"E07000208","Epsom and Ewell","South East"
370000,2009-08-20,2009,124.6,"E07000208","Epsom and Ewell","South East"
364950,2009-11-27,2009,88.93,"E07000208","Epsom and Ewell","South East"
342000,2009-12-09,2009,104.3,"E07000208","Epsom and Ewell","South East"
175000,2009-10-26,2009,65.94,"E07000208","Epsom and Ewell","South East"
225000,2009-09-03,2009,57.4,"E07000208","Epsom and Ewell","South East"
